make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity,msrp
infiniti,q60_coupe,2015,unleaded,330.0,6.0,automatic,rear_wheel_drive,2.0,"luxury,performance",midsize,coupe,27,19,190,40950
infiniti,q60_coupe,2015,unleaded,330.0,6.0,manual,rear_wheel_drive,2.0,"luxury,high-performance",midsize,coupe,25,17,190,46050
infiniti,q60_coupe,2015,unleaded,330.0,6.0,automatic,rear_wheel_drive,2.0,"luxury,high-performance",midsize,coupe,27,19,190,49650
infiniti,q60_coupe,2015,unleaded,330.0,6.0,automatic,all_wheel_drive,2.0,"luxury,performance",midsize,coupe,25,18,190,42600
infiniti,q60_coupe,2015,unleaded,330.0,6.0,manual,rear_wheel_drive,2.0,"luxury,high-performance",midsize,coupe,25,17,190,47700
infiniti,q60_coupe,2017,unleaded,400.0,6.0,automatic,all_wheel_drive,2.0,"factory_tuner,luxury,high-performance",midsize,coupe,26,19,190,53300
infiniti,q60_coupe,2017,unleaded,300.0,6.0,automatic,all_wheel_drive,2.0,"luxury,performance",midsize,coupe,27,19,190,46300
infiniti,q60_coupe,2017,unleaded,300.0,6.0,automatic,rear_wheel_drive,2.0,"luxury,performance",midsize,coupe,28,19,190,44300
infiniti,q60_coupe,2017,unleaded,208.0,4.0,automatic,rear_wheel_drive,2.0,luxury,midsize,coupe,30,22,190,38950
infiniti,q60_coupe,2017,unleaded,400.0,6.0,automatic,rear_wheel_drive,2.0,"factory_tuner,luxury,high-performance",midsize,coupe,27,20,190,51300
infiniti,q60_coupe,2017,unleaded,208.0,4.0,automatic,all_wheel_drive,2.0,luxury,midsize,coupe,28,21,190,40950
infiniti,q60_coupe,2017,unleaded,208.0,4.0,automatic,all_wheel_drive,2.0,luxury,midsize,coupe,28,21,190,43300
infiniti,q60_coupe,2017,unleaded,208.0,4.0,automatic,rear_wheel_drive,2.0,luxury,midsize,coupe,30,22,190,41300
infiniti,q70,2014,unleaded,330.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,24,17,190,51750
infiniti,q70,2014,unleaded,330.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,performance",large,sedan,26,18,190,49600
infiniti,q70,2014,unleaded,360.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,hybrid",large,sedan,34,29,190,55650
infiniti,q70,2014,unleaded,420.0,8.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,23,16,190,64600
infiniti,q70,2014,unleaded,420.0,8.0,automatic,rear_wheel_drive,4.0,"luxury,performance",large,sedan,24,16,190,62100
infiniti,q70,2015,unleaded,330.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,performance",large,sedan,26,18,190,51350
infiniti,q70,2015,unleaded,330.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,performance",large,sedan,26,18,190,49850
infiniti,q70,2015,unleaded,330.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,24,17,190,52000
infiniti,q70,2015,unleaded,416.0,8.0,automatic,all_wheel_drive,4.0,"luxury,high-performance",large,sedan,23,16,190,67050
infiniti,q70,2015,unleaded,420.0,8.0,automatic,rear_wheel_drive,4.0,"luxury,high-performance",large,sedan,24,16,190,62850
infiniti,q70,2015,unleaded,420.0,8.0,automatic,all_wheel_drive,4.0,"luxury,high-performance",large,sedan,23,16,190,65350
infiniti,q70,2015,unleaded,360.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,performance,hybrid",large,sedan,34,29,190,55900
infiniti,q70,2015,unleaded,416.0,8.0,automatic,rear_wheel_drive,4.0,"luxury,high-performance",large,sedan,24,16,190,64550
infiniti,q70,2015,unleaded,330.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,24,17,190,53500
infiniti,q70,2016,unleaded,420.0,8.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,23,16,190,67050
infiniti,q70,2016,unleaded,330.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,24,18,190,52000
infiniti,q70,2016,unleaded,420.0,8.0,automatic,rear_wheel_drive,4.0,"luxury,performance",large,sedan,24,16,190,62850
infiniti,q70,2016,unleaded,360.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,hybrid",large,sedan,34,29,190,55900
infiniti,q70,2016,unleaded,420.0,8.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,23,16,190,65350
infiniti,q70,2016,unleaded,420.0,8.0,automatic,rear_wheel_drive,4.0,"luxury,performance",large,sedan,24,16,190,64550
infiniti,q70,2016,unleaded,330.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,performance",large,sedan,26,18,190,51350
infiniti,q70,2016,unleaded,330.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,24,18,190,53500
infiniti,q70,2016,unleaded,330.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,performance",large,sedan,26,18,190,49850
audi,q7,2014,diesel,240.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,diesel",large,4dr_suv,28,19,3105,64900
audi,q7,2014,diesel,240.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,diesel",large,4dr_suv,28,19,3105,52900
audi,q7,2014,unleaded,333.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",large,4dr_suv,22,16,3105,60900
audi,q7,2014,unleaded,280.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",large,4dr_suv,22,16,3105,47700
audi,q7,2014,unleaded,280.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",large,4dr_suv,22,16,3105,53700
audi,q7,2014,diesel,240.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,diesel",large,4dr_suv,28,19,3105,58900
audi,q7,2015,unleaded,333.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",large,4dr_suv,22,16,3105,61900
audi,q7,2015,diesel,240.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,diesel",large,4dr_suv,28,19,3105,53400
audi,q7,2015,diesel,240.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,diesel",large,4dr_suv,28,19,3105,59900
audi,q7,2015,unleaded,280.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",large,4dr_suv,22,16,3105,54800
audi,q7,2015,unleaded,280.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",large,4dr_suv,22,16,3105,48300
audi,q7,2015,diesel,240.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,diesel",large,4dr_suv,28,19,3105,65400
audi,q7,2017,unleaded,333.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",large,4dr_suv,25,19,3105,58800
audi,q7,2017,unleaded,333.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",large,4dr_suv,25,19,3105,64300
audi,q7,2017,unleaded,333.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",large,4dr_suv,25,19,3105,54800
nissan,quest,2014,unleaded,260.0,6.0,automatic,front_wheel_drive,4.0,crossover,compact,passenger_minivan,25,19,2009,33750
nissan,quest,2014,unleaded,260.0,6.0,automatic,front_wheel_drive,4.0,crossover,compact,passenger_minivan,25,19,2009,42870
nissan,quest,2014,unleaded,260.0,6.0,automatic,front_wheel_drive,4.0,crossover,compact,passenger_minivan,25,19,2009,26220
nissan,quest,2014,unleaded,260.0,6.0,automatic,front_wheel_drive,4.0,crossover,compact,passenger_minivan,25,19,2009,29970
nissan,quest,2015,unleaded,260.0,6.0,automatic,front_wheel_drive,4.0,crossover,compact,passenger_minivan,27,20,2009,30280
nissan,quest,2015,unleaded,260.0,6.0,automatic,front_wheel_drive,4.0,crossover,compact,passenger_minivan,27,20,2009,34060
nissan,quest,2015,unleaded,260.0,6.0,automatic,front_wheel_drive,4.0,crossover,compact,passenger_minivan,27,20,2009,43180
nissan,quest,2015,unleaded,260.0,6.0,automatic,front_wheel_drive,4.0,crossover,compact,passenger_minivan,27,20,2009,26530
nissan,quest,2016,unleaded,260.0,6.0,automatic,front_wheel_drive,4.0,crossover,compact,passenger_minivan,27,20,2009,26580
nissan,quest,2016,unleaded,260.0,6.0,automatic,front_wheel_drive,4.0,crossover,compact,passenger_minivan,27,20,2009,34110
nissan,quest,2016,unleaded,260.0,6.0,automatic,front_wheel_drive,4.0,crossover,compact,passenger_minivan,27,20,2009,30540
nissan,quest,2016,unleaded,260.0,6.0,automatic,front_wheel_drive,4.0,crossover,compact,passenger_minivan,27,20,2009,43230
infiniti,qx4,2001,unleaded,240.0,6.0,automatic,rear_wheel_drive,4.0,luxury,midsize,4dr_suv,18,14,190,34150
infiniti,qx4,2001,unleaded,240.0,6.0,automatic,four_wheel_drive,4.0,luxury,midsize,4dr_suv,17,14,190,35550
infiniti,qx4,2002,unleaded,240.0,6.0,automatic,four_wheel_drive,4.0,luxury,midsize,4dr_suv,17,13,190,35550
infiniti,qx4,2002,unleaded,240.0,6.0,automatic,rear_wheel_drive,4.0,luxury,midsize,4dr_suv,18,14,190,34150
infiniti,qx4,2003,unleaded,240.0,6.0,automatic,rear_wheel_drive,4.0,luxury,midsize,4dr_suv,19,14,190,34750
infiniti,qx4,2003,unleaded,240.0,6.0,automatic,four_wheel_drive,4.0,luxury,midsize,4dr_suv,18,14,190,36150
infiniti,qx50,2015,unleaded,325.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,24,17,190,36400
infiniti,qx50,2015,unleaded,325.0,6.0,automatic,rear_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,25,17,190,37200
infiniti,qx50,2015,unleaded,325.0,6.0,automatic,rear_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,25,17,190,35000
infiniti,qx50,2015,unleaded,325.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,24,17,190,38600
infiniti,qx50,2016,unleaded,325.0,6.0,automatic,rear_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,24,17,190,34450
infiniti,qx50,2016,unleaded,325.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,24,17,190,35850
infiniti,qx50,2017,unleaded,325.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,24,17,190,36250
infiniti,qx50,2017,unleaded,325.0,6.0,automatic,rear_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,24,17,190,34450
infiniti,qx56,2009,unleaded,320.0,8.0,automatic,four_wheel_drive,4.0,luxury,large,4dr_suv,17,12,190,58150
infiniti,qx56,2009,unleaded,320.0,8.0,automatic,rear_wheel_drive,4.0,luxury,large,4dr_suv,18,12,190,55050
infiniti,qx56,2010,unleaded,320.0,8.0,automatic,rear_wheel_drive,4.0,luxury,large,4dr_suv,18,12,190,56050
infiniti,qx56,2010,unleaded,320.0,8.0,automatic,four_wheel_drive,4.0,luxury,large,4dr_suv,17,12,190,59150
infiniti,qx56,2011,unleaded,400.0,8.0,automatic,four_wheel_drive,4.0,luxury,large,4dr_suv,20,14,190,61800
infiniti,qx56,2011,unleaded,400.0,8.0,automatic,rear_wheel_drive,4.0,luxury,large,4dr_suv,20,14,190,58700
infiniti,qx60,2015,unleaded,230.0,4.0,automatic,front_wheel_drive,4.0,"crossover,luxury,hybrid",large,4dr_suv,28,26,190,45400
infiniti,qx60,2015,unleaded,265.0,6.0,automatic,front_wheel_drive,4.0,"crossover,luxury",large,4dr_suv,27,21,190,42400
infiniti,qx60,2015,unleaded,230.0,4.0,automatic,all_wheel_drive,4.0,"crossover,luxury,hybrid",large,4dr_suv,28,25,190,46800
infiniti,qx60,2015,unleaded,265.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",large,4dr_suv,26,19,190,43800
infiniti,qx60,2016,unleaded,265.0,6.0,automatic,front_wheel_drive,4.0,"crossover,luxury",large,4dr_suv,27,21,190,42600
infiniti,qx60,2016,unleaded,250.0,4.0,automatic,all_wheel_drive,4.0,"crossover,luxury,hybrid",large,4dr_suv,28,25,190,53450
infiniti,qx60,2016,unleaded,250.0,4.0,automatic,front_wheel_drive,4.0,"crossover,luxury,hybrid",large,4dr_suv,28,26,190,52050
infiniti,qx60,2016,unleaded,265.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",large,4dr_suv,26,19,190,44400
infiniti,qx60,2017,unleaded,295.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",large,4dr_suv,26,19,190,44900
infiniti,qx60,2017,unleaded,295.0,6.0,automatic,front_wheel_drive,4.0,"crossover,luxury",large,4dr_suv,27,20,190,43100
infiniti,qx70,2015,unleaded,325.0,6.0,automatic,rear_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,24,17,190,45850
infiniti,qx70,2015,unleaded,325.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,22,16,190,47300
infiniti,qx70,2016,unleaded,325.0,6.0,automatic,rear_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,24,17,190,45850
infiniti,qx70,2016,unleaded,325.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,22,16,190,47300
infiniti,qx70,2017,unleaded,325.0,6.0,automatic,rear_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,24,17,190,45850
infiniti,qx70,2017,unleaded,325.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,22,16,190,47650
infiniti,qx80,2014,unleaded,400.0,8.0,automatic,rear_wheel_drive,4.0,luxury,large,4dr_suv,20,14,190,62700
infiniti,qx80,2014,unleaded,400.0,8.0,automatic,four_wheel_drive,4.0,luxury,large,4dr_suv,20,14,190,65800
infiniti,qx80,2015,unleaded,400.0,8.0,automatic,rear_wheel_drive,4.0,luxury,large,4dr_suv,20,14,190,63250
infiniti,qx80,2015,unleaded,400.0,8.0,automatic,four_wheel_drive,4.0,luxury,large,4dr_suv,20,14,190,66350
infiniti,qx80,2016,unleaded,400.0,8.0,automatic,four_wheel_drive,4.0,luxury,large,4dr_suv,19,13,190,66350
infiniti,qx80,2016,unleaded,400.0,8.0,automatic,rear_wheel_drive,4.0,luxury,large,4dr_suv,20,14,190,63250
infiniti,qx,2012,unleaded,400.0,8.0,automatic,rear_wheel_drive,4.0,luxury,large,4dr_suv,20,14,190,60000
infiniti,qx,2012,unleaded,400.0,8.0,automatic,four_wheel_drive,4.0,luxury,large,4dr_suv,20,14,190,63100
infiniti,qx,2013,unleaded,400.0,8.0,automatic,four_wheel_drive,4.0,luxury,large,4dr_suv,20,14,190,64450
infiniti,qx,2013,unleaded,400.0,8.0,automatic,rear_wheel_drive,4.0,luxury,large,4dr_suv,20,14,190,61350
mercedes-benz,r-class,2010,unleaded,268.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",large,wagon,19,14,617,49300
mercedes-benz,r-class,2010,diesel,210.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,diesel",large,wagon,24,18,617,50800
mercedes-benz,r-class,2011,unleaded,268.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",large,wagon,19,15,617,50240
mercedes-benz,r-class,2011,diesel,210.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,diesel",large,wagon,24,18,617,51740
mercedes-benz,r-class,2012,unleaded,302.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",large,wagon,21,16,617,52690
mercedes-benz,r-class,2012,diesel,210.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,diesel",large,wagon,23,18,617,53840
volkswagen,r32,2004,unleaded,240.0,6.0,manual,all_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,24,17,873,29100
volkswagen,r32,2008,unleaded,250.0,6.0,automated_manual,all_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,23,18,873,32990
volkswagen,rabbit,2007,unleaded,150.0,5.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,28,19,873,17110
volkswagen,rabbit,2007,unleaded,150.0,5.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,28,19,873,17110
volkswagen,rabbit,2007,unleaded,150.0,5.0,automatic,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,28,19,873,18185
volkswagen,rabbit,2007,unleaded,150.0,5.0,automatic,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,28,19,873,18185
volkswagen,rabbit,2007,unleaded,150.0,5.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,28,19,873,14990
volkswagen,rabbit,2007,unleaded,150.0,5.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,28,19,873,16065
volkswagen,rabbit,2007,unleaded,150.0,5.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,28,19,873,16065
volkswagen,rabbit,2007,unleaded,150.0,5.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,28,19,873,14990
volkswagen,rabbit,2008,unleaded,170.0,5.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,29,22,873,17575
volkswagen,rabbit,2008,unleaded,170.0,5.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,29,21,873,16675
volkswagen,rabbit,2008,unleaded,170.0,5.0,automatic,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,29,21,873,18650
volkswagen,rabbit,2008,unleaded,170.0,5.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,29,22,873,15600
volkswagen,rabbit,2008,unleaded,170.0,5.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,29,22,873,15600
volkswagen,rabbit,2008,unleaded,170.0,5.0,automatic,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,29,21,873,18650
volkswagen,rabbit,2008,unleaded,170.0,5.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,29,22,873,17575
volkswagen,rabbit,2008,unleaded,170.0,5.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,29,21,873,16675
volkswagen,rabbit,2009,unleaded,170.0,5.0,automatic,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,29,20,873,19340
volkswagen,rabbit,2009,unleaded,170.0,5.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,30,21,873,16300
volkswagen,rabbit,2009,unleaded,170.0,5.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,30,21,873,16300
volkswagen,rabbit,2009,unleaded,170.0,5.0,automatic,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,29,20,873,19340
volkswagen,rabbit,2009,unleaded,170.0,5.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,29,20,873,17400
volkswagen,rabbit,2009,unleaded,170.0,5.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,29,20,873,17400
mitsubishi,raider,2007,unleaded,210.0,6.0,automatic,rear_wheel_drive,4.0,crossover,compact,crew_cab_pickup,20,15,436,24005
mitsubishi,raider,2007,unleaded,235.0,8.0,automatic,rear_wheel_drive,4.0,crossover,compact,crew_cab_pickup,19,14,436,24005
mitsubishi,raider,2007,unleaded,210.0,6.0,automatic,rear_wheel_drive,4.0,crossover,compact,extended_cab_pickup,20,15,436,23020
mitsubishi,raider,2007,unleaded,210.0,6.0,automatic,rear_wheel_drive,4.0,crossover,compact,crew_cab_pickup,20,15,436,26750
mitsubishi,raider,2007,unleaded,210.0,6.0,manual,rear_wheel_drive,4.0,crossover,compact,extended_cab_pickup,20,14,436,19890
mitsubishi,raider,2007,unleaded,210.0,6.0,automatic,four_wheel_drive,4.0,crossover,compact,crew_cab_pickup,18,14,436,26855
mitsubishi,raider,2007,unleaded,235.0,8.0,automatic,four_wheel_drive,4.0,crossover,compact,crew_cab_pickup,19,14,436,28445
mitsubishi,raider,2008,unleaded,210.0,6.0,manual,rear_wheel_drive,4.0,crossover,compact,extended_cab_pickup,20,16,436,20490
mitsubishi,raider,2008,unleaded,210.0,6.0,automatic,four_wheel_drive,4.0,crossover,compact,crew_cab_pickup,18,14,436,28780
mitsubishi,raider,2008,unleaded,210.0,6.0,automatic,rear_wheel_drive,4.0,crossover,compact,crew_cab_pickup,20,15,436,25650
mitsubishi,raider,2008,unleaded,210.0,6.0,automatic,rear_wheel_drive,4.0,crossover,compact,extended_cab_pickup,20,15,436,23590
mitsubishi,raider,2009,unleaded,210.0,6.0,automatic,rear_wheel_drive,4.0,crossover,compact,extended_cab_pickup,20,15,436,24235
mitsubishi,raider,2009,unleaded,210.0,6.0,automatic,rear_wheel_drive,4.0,crossover,compact,crew_cab_pickup,20,15,436,26295
mitsubishi,raider,2009,unleaded,210.0,6.0,automatic,four_wheel_drive,4.0,crossover,compact,crew_cab_pickup,18,14,436,29425
mitsubishi,raider,2009,unleaded,210.0,6.0,manual,rear_wheel_drive,4.0,crossover,compact,extended_cab_pickup,20,16,436,21135
buick,rainier,2005,unleaded,275.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,19,14,155,35610
buick,rainier,2005,unleaded,275.0,6.0,automatic,rear_wheel_drive,4.0,crossover,midsize,4dr_suv,20,14,155,33785
buick,rainier,2006,unleaded,291.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,20,14,155,32580
buick,rainier,2006,unleaded,291.0,6.0,automatic,rear_wheel_drive,4.0,crossover,midsize,4dr_suv,20,14,155,30580
buick,rainier,2007,unleaded,291.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,20,14,155,33570
buick,rainier,2007,unleaded,291.0,6.0,automatic,rear_wheel_drive,4.0,crossover,midsize,4dr_suv,20,14,155,31550
gmc,rally_wagon,1994,unleaded,195.0,8.0,automatic,rear_wheel_drive,3.0,crossover,large,passenger_van,16,11,549,2000
gmc,rally_wagon,1994,unleaded,155.0,6.0,automatic,rear_wheel_drive,3.0,crossover,compact,passenger_van,17,14,549,2000
gmc,rally_wagon,1994,unleaded,195.0,8.0,automatic,rear_wheel_drive,3.0,crossover,midsize,passenger_van,16,11,549,2000
gmc,rally_wagon,1994,unleaded,155.0,6.0,automatic,rear_wheel_drive,3.0,crossover,compact,passenger_van,17,14,549,2000
gmc,rally_wagon,1995,unleaded,165.0,6.0,automatic,rear_wheel_drive,3.0,crossover,compact,passenger_van,15,13,549,2000
gmc,rally_wagon,1995,unleaded,165.0,6.0,automatic,rear_wheel_drive,3.0,crossover,compact,passenger_van,15,13,549,2000
dodge,ram_150,1991,unleaded,125.0,6.0,unknown,rear_wheel_drive,2.0,crossover,large,regular_cab_pickup,17,12,1851,2000
dodge,ram_150,1991,unleaded,125.0,6.0,unknown,rear_wheel_drive,2.0,crossover,large,regular_cab_pickup,17,12,1851,2000
dodge,ram_150,1991,unleaded,170.0,8.0,manual,four_wheel_drive,2.0,crossover,large,extended_cab_pickup,13,10,1851,2000
dodge,ram_150,1991,unleaded,170.0,8.0,manual,rear_wheel_drive,2.0,crossover,large,extended_cab_pickup,14,11,1851,2000
dodge,ram_150,1991,unleaded,125.0,6.0,unknown,rear_wheel_drive,2.0,crossover,large,regular_cab_pickup,17,12,1851,2000
dodge,ram_150,1991,unleaded,125.0,6.0,unknown,rear_wheel_drive,2.0,crossover,large,regular_cab_pickup,17,12,1851,2000
dodge,ram_150,1991,unleaded,125.0,6.0,unknown,rear_wheel_drive,2.0,crossover,large,regular_cab_pickup,17,12,1851,2000
dodge,ram_150,1991,unleaded,125.0,6.0,unknown,rear_wheel_drive,2.0,crossover,large,regular_cab_pickup,17,12,1851,2000
dodge,ram_150,1991,unleaded,170.0,8.0,manual,four_wheel_drive,2.0,crossover,large,extended_cab_pickup,13,10,1851,2000
dodge,ram_150,1991,unleaded,125.0,6.0,unknown,rear_wheel_drive,2.0,crossover,large,regular_cab_pickup,17,12,1851,2000
dodge,ram_150,1991,unleaded,170.0,8.0,manual,rear_wheel_drive,2.0,crossover,large,extended_cab_pickup,14,11,1851,2000
dodge,ram_150,1991,unleaded,125.0,6.0,unknown,rear_wheel_drive,2.0,crossover,large,regular_cab_pickup,17,12,1851,2000
dodge,ram_150,1992,unleaded,180.0,6.0,manual,four_wheel_drive,2.0,crossover,large,regular_cab_pickup,16,11,1851,2000
dodge,ram_150,1992,unleaded,230.0,8.0,manual,four_wheel_drive,2.0,crossover,large,extended_cab_pickup,15,12,1851,2000
dodge,ram_150,1992,unleaded,180.0,6.0,manual,rear_wheel_drive,2.0,crossover,large,regular_cab_pickup,17,14,1851,2000
dodge,ram_150,1992,unleaded,180.0,6.0,manual,rear_wheel_drive,2.0,crossover,large,regular_cab_pickup,17,14,1851,2000
dodge,ram_150,1992,unleaded,230.0,8.0,manual,rear_wheel_drive,2.0,crossover,large,extended_cab_pickup,16,11,1851,2000
dodge,ram_150,1992,unleaded,180.0,6.0,manual,four_wheel_drive,2.0,crossover,large,regular_cab_pickup,16,11,1851,2000
dodge,ram_150,1992,unleaded,180.0,6.0,manual,rear_wheel_drive,2.0,crossover,large,regular_cab_pickup,17,14,1851,2000
dodge,ram_150,1992,unleaded,180.0,6.0,manual,rear_wheel_drive,2.0,crossover,large,regular_cab_pickup,17,14,1851,2000
dodge,ram_150,1992,unleaded,180.0,6.0,manual,four_wheel_drive,2.0,crossover,large,regular_cab_pickup,16,11,1851,2000
dodge,ram_150,1992,unleaded,230.0,8.0,manual,four_wheel_drive,2.0,crossover,large,extended_cab_pickup,15,12,1851,2000
dodge,ram_150,1992,unleaded,230.0,8.0,manual,rear_wheel_drive,2.0,crossover,large,extended_cab_pickup,16,11,1851,2000
dodge,ram_150,1992,unleaded,230.0,8.0,manual,rear_wheel_drive,2.0,crossover,large,extended_cab_pickup,16,11,1851,2000
dodge,ram_150,1992,unleaded,180.0,6.0,manual,four_wheel_drive,2.0,crossover,large,regular_cab_pickup,16,11,1851,2000
dodge,ram_150,1992,unleaded,230.0,8.0,manual,rear_wheel_drive,2.0,crossover,large,extended_cab_pickup,16,11,1851,2000
dodge,ram_150,1993,unleaded,180.0,6.0,manual,four_wheel_drive,2.0,crossover,large,regular_cab_pickup,16,11,1851,2000
dodge,ram_150,1993,unleaded,180.0,6.0,manual,four_wheel_drive,2.0,crossover,large,regular_cab_pickup,16,11,1851,2000
dodge,ram_150,1993,unleaded,180.0,6.0,manual,four_wheel_drive,2.0,crossover,large,regular_cab_pickup,16,11,1851,2000
dodge,ram_150,1993,unleaded,230.0,8.0,manual,rear_wheel_drive,2.0,crossover,large,extended_cab_pickup,16,12,1851,2000
dodge,ram_150,1993,unleaded,180.0,6.0,manual,rear_wheel_drive,2.0,crossover,large,regular_cab_pickup,17,14,1851,2000
dodge,ram_150,1993,unleaded,180.0,6.0,manual,rear_wheel_drive,2.0,crossover,large,regular_cab_pickup,17,14,1851,2000
dodge,ram_150,1993,unleaded,230.0,8.0,manual,rear_wheel_drive,2.0,crossover,large,extended_cab_pickup,16,12,1851,2000
dodge,ram_150,1993,unleaded,180.0,6.0,manual,rear_wheel_drive,2.0,crossover,large,regular_cab_pickup,17,14,1851,2000
dodge,ram_150,1993,unleaded,230.0,8.0,manual,rear_wheel_drive,2.0,crossover,large,extended_cab_pickup,16,12,1851,2000
dodge,ram_150,1993,unleaded,230.0,8.0,manual,four_wheel_drive,2.0,crossover,large,extended_cab_pickup,15,12,1851,2008
dodge,ram_150,1993,unleaded,230.0,8.0,manual,four_wheel_drive,2.0,crossover,large,extended_cab_pickup,15,12,1851,2083
